Gene_Name	Best_Theta	Group	CHROM	START	STOP	STRAND	SIGVAL	Best_Theta_0	Loss_Diff_0	Category_0	Best_Theta_30	Loss_Diff_30	Category_30	Best_Theta_60	Loss_Diff_60	Category_60	Best_Theta_120	Loss_Diff_120	Category_120
YMR298W	NA	Bad	chrXIII	863818	864271	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YMR299C	190	Low	chrXIII	864411	865350	-	1	NA	NA	bad_match	190	0.3802693	Low	151	0	Low	246	0.00249821	Low
YMR300C	301	Low	chrXIII	865558	867091	-	1	NA	NA	bad_match	355	0.08895852	Low	697	0.1811853	Low	301	0.4908394	Low
YMR301C	1678	Medium	chrXIII	867554	869627	-	1	NA	NA	bad_match	1924	0.0933281	Low	1553	0.1823041	Low	1678	2.567243	Medium
YMR302C	1711	Low	chrXIII	870072	872625	-	1	NA	NA	bad_match	2077	0.1208271	Low	1301	0.1213979	Low	1711	0.1314758	Low
YMR303C	844	Bad	chrXIII	873290	874337	-	1	NA	NA	reads<=5 	844	0.6951257	Low	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR304C-A	NA	Bad	chrXIII	878779	879130	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR304W	1447	Low	chrXIII	874986	878679	+	1	NA	NA	bad_match	1447	0.5881993	Low	151	0.2774867	Low	414	0.3072629	Low
YMR305C	NA	Bad	chrXIII	879062	880232	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR306C-A	NA	Bad	chrXIII	886182	886572	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR306W	NA	Bad	chrXIII	881158	886516	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR307C-A	NA	Bad	chrXIII	887730	887925	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR307W	NA	Bad	chrXIII	887002	888682	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR308C	3046	Low	chrXIII	888951	892221	-	1	NA	NA	bad_match	3046	0.581184	Low	2779	0.1858995	Low	2302	0.4385658	Low
YMR309C	1408	Low	chrXIII	892987	895426	-	1	NA	NA	bad_match	1408	0.2317462	Low	151	0.03206465	Low	176	0.09946231	Low
YMR310C	298	Low	chrXIII	895715	896669	-	1	725	0.2854849	Low	687	0.04415549	Low	151	0	Low	298	0.8956709	Low
YMR311C	NA	Bad	chrXIII	896913	897603	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YMR312W	566	Low	chrXIII	898404	899226	+	1	433	0.837013	Low	566	0.4331787	Low	634	0.01698211	Low	151	0	Low
YMR313C	455	Low	chrXIII	899378	901307	-	1	NA	NA	bad_match	742	0.01679606	Low	455	0.06786422	Low	184	6.839711e-06	Low
YMR314W	557	Low	chrXIII	901708	902413	+	1	NA	NA	bad_match	540	0.004757877	Low	557	0.02043258	Low	557	0.05027235	Low
YMR315W	151	Bad	chrXIII	902799	903849	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0.001978504	Low	151	0	Low
YMR315W-A	NA	Bad	chrXIII	904285	904393	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	lens<=700 
YMR316C-A	NA	Bad	chrXIII	905661	905973	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR316C-B	NA	Bad	chrXIII	907320	907629	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR316W	NA	Bad	chrXIII	904824	905835	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR317W	NA	Bad	chrXIII	907363	910786	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YMR318C	151	Bad	chrXIII	911060	912143	-	1	NA	NA	bad_match	NA	NA	bad_match	151	0.0003746395	Low	NA	NA	bad_match
YMR319C	809	Low	chrXIII	912879	914538	-	1	NA	NA	bad_match	809	0.8449353	Low	924	0.6645692	Low	1100	0.5543645	Low
YMR320W	NA	Bad	chrXIII	916745	917051	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YMR321C	NA	Bad	chrXIII	917578	917896	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR322C	NA	Bad	chrXIII	918365	919079	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR323W	NA	Bad	chrXIII	920087	921401	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR324C	NA	Bad	chrXIII	922201	922444	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR325W	NA	Bad	chrXIII	922640	923015	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YMR326C	NA	Bad	chrXIII	923493	923802	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL001W	805	Low	chrXIV	627455	628616	+	1	NA	NA	bad_match	805	0.2459459	Low	696	0.2349293	Low	724	0.2448596	Low
YNL002C	244	Low	chrXIV	626173	627142	-	1	NA	NA	bad_match	151	0	Low	244	0.02864989	Low	151	0	Low
YNL003C	154	Low	chrXIV	624974	625829	-	1	NA	NA	bad_match	151	0.02720996	Low	187	0.01591269	Low	154	1.572231	Low
YNL004W	NA	Bad	chrXIV	622914	624621	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL005C	963	Low	chrXIV	621312	622428	-	1	NA	NA	bad_match	151	0	Low	963	0.05844135	Low	718	0.04078474	Low
YNL006W	177	Low	chrXIV	620066	620978	+	1	NA	NA	bad_match	177	0.3355114	Low	151	0	Low	151	0	Low
YNL007C	255	Low	chrXIV	618506	619565	-	1	NA	NA	bad_match	255	0.2763548	Low	429	0.1840479	Low	151	0	Low
YNL008C	1091	Low	chrXIV	616210	618241	-	1	NA	NA	bad_match	1396	0.4159287	Low	1484	0.344993	Low	1091	1.894752	Low
YNL009W	915	Low	chrXIV	614820	616083	+	1	NA	NA	Singular	915	0.3140975	Low	151	0	Low	1111	0.242585	Low
YNL010W	556	Low	chrXIV	613634	614360	+	1	NA	NA	bad_match	151	0	Low	556	0.7288576	Low	151	0	Low
YNL011C	529	Low	chrXIV	611835	613170	-	1	NA	NA	bad_match	1183	0.05307355	Low	529	0.4609933	Low	718	0.2013946	Low
YNL012W	NA	Bad	chrXIV	609685	611665	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL013C	NA	Bad	chrXIV	609132	609510	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL014W	NA	Bad	chrXIV	606318	609453	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL015W	NA	Bad	chrXIV	605383	605611	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL016W	274	Bad	chrXIV	602906	604268	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0	Low	274	0.0999022	Low
YNL017C	NA	Bad	chrXIV	602137	602476	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL018C	NA	Bad	chrXIV	599935	601774	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL019C	NA	Bad	chrXIV	598375	599230	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL020C	897	High	chrXIV	595622	597539	-	1	NA	NA	bad_match	805	3.059319	Medium	895	3.190209	Medium	897	4.096198	High
YNL021W	1348	Low	chrXIV	593226	595347	+	1	NA	NA	bad_match	1912	0.2549794	Low	1879	0.001987129	Low	1348	0.4599043	Low
YNL022C	1159	High	chrXIV	591426	592899	-	1	NA	NA	bad_match	1138	2.480446	Medium	1159	5.265928	High	1173	2.645692	Medium
YNL023C	1744	High	chrXIV	588262	591160	-	1	NA	NA	bad_match	1744	6.353458	High	1260	5.128392	High	1241	4.639827	High
YNL024C	534	Bad	chrXIV	587106	587847	-	1	NA	NA	Singular	NA	NA	Singular	NA	NA	Singular	534	0.8263089	Low
YNL024C-A	NA	Bad	chrXIV	586601	586820	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL025C	318	Low	chrXIV	584319	585291	-	1	NA	NA	bad_match	151	0	Low	752	0.04609404	Low	318	0.2692903	Low
YNL026W	608	Low	chrXIV	581919	583374	+	1	NA	NA	bad_match	608	0.9675182	Low	151	0	Low	1306	0.003108964	Low
YNL027W	1245	Low	chrXIV	579579	581616	+	1	NA	NA	bad_match	1245	0.7311842	Low	1873	0.2282056	Low	875	0.004232845	Low
YNL028W	NA	Bad	chrXIV	578678	578996	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL029C	NA	Bad	chrXIV	577204	578773	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL030W	NA	Bad	chrXIV	576726	577038	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL031C	NA	Bad	chrXIV	575639	576050	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL032W	151	Low	chrXIV	574505	575351	+	1	NA	NA	bad_match	682	0.6502557	Low	151	0.005408458	Low	151	1.19275	Low
YNL033W	NA	Bad	chrXIV	572998	573853	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL034W	NA	Bad	chrXIV	570476	572315	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL035C	843	Low	chrXIV	568521	569691	-	1	NA	NA	bad_match	843	0.5310127	Low	320	0.2959006	Low	509	0.04392241	Low
YNL036W	NA	Bad	chrXIV	559813	560479	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL037C	156	Bad	chrXIV	557919	559002	-	1	NA	NA	bad_match	NA	NA	bad_match	156	0.1977914	Low	199	0.09858893	Low
YNL038W	NA	Bad	chrXIV	557019	557783	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL039W	577	Low	chrXIV	555047	556832	+	1	NA	NA	bad_match	876	0.09177684	Low	748	0.5086811	Low	577	0.6270928	Low
YNL040W	300	Low	chrXIV	553379	554750	+	1	NA	NA	bad_match	320	0.5402838	Low	151	0.6105379	Low	300	0.6535627	Low
YNL041C	442	Low	chrXIV	549467	551987	-	1	NA	NA	bad_match	1618	0.2133379	Low	442	0.3851381	Low	151	0.1141398	Low
YNL042W	960	Bad	chrXIV	548099	549290	+	1	NA	NA	bad_match	960	0.242909	Low	917	0.06595085	Low	NA	NA	bad_match
YNL042W-B	NA	Bad	chrXIV	547112	547370	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL043C	NA	Bad	chrXIV	545588	545909	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL044W	NA	Bad	chrXIV	545267	545877	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL045W	419	Low	chrXIV	542962	544978	+	1	NA	NA	bad_match	419	1.242318	Low	924	0.5173192	Low	1816	0.1619937	Low
YNL046W	NA	Bad	chrXIV	542303	542822	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL047C	1752	Low	chrXIV	539910	541881	-	1	NA	NA	bad_match	1752	1.885381	Low	1546	1.173673	Low	1453	0.2674612	Low
YNL048W	1351	Low	chrXIV	538172	539819	+	1	NA	NA	bad_match	1351	0.9049287	Low	151	0.1334881	Low	173	0.0657853	Low
YNL049C	1324	Low	chrXIV	535280	537911	-	1	NA	NA	bad_match	1324	1.292604	Low	1327	0.1272453	Low	1756	0.344021	Low
YNL050C	NA	Bad	chrXIV	534078	534982	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL051W	151	Low	chrXIV	532658	533870	+	1	NA	NA	bad_match	982	0.02372235	Low	151	0.1842525	Low	430	0.1026267	Low
YNL052W	NA	Bad	chrXIV	531724	532186	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL053W	1255	Low	chrXIV	529941	531411	+	1	NA	NA	bad_match	321	0.1456381	Low	1255	1.422351	Low	457	0.05822449	Low
YNL054W	1400	Low	chrXIV	526085	529583	+	1	NA	NA	bad_match	1776	0.9167896	Low	1585	0.8165805	Low	1400	1.289983	Low
YNL054W-A	NA	Bad	chrXIV	519455	520778	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL055C	217	Bad	chrXIV	517993	518845	-	1	NA	NA	bad_match	NA	NA	bad_match	217	0.117903	Low	NA	NA	bad_match
YNL056W	NA	Bad	chrXIV	517248	517842	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL057W	NA	Bad	chrXIV	516402	516735	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL058C	NA	Bad	chrXIV	515762	516713	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL059C	1102	Low	chrXIV	512667	514935	-	1	NA	NA	bad_match	1075	1.025893	Low	1102	1.536502	Low	1114	0.4972894	Low
YNL061W	1574	Low	chrXIV	510539	512396	+	1	NA	NA	bad_match	1574	0.3817759	Low	1346	0.1953114	Low	151	0	Low
YNL062C	979	Low	chrXIV	508775	510212	-	1	1031	1.798814	Low	979	1.366116	Low	847	0.3581216	Low	346	0.1159121	Low
YNL063W	151	Low	chrXIV	507757	508702	+	1	NA	NA	bad_match	796	0.07466677	Low	151	0.1079379	Low	750	0.02655318	Low
YNL064C	718	Bad	chrXIV	505867	507097	-	1	NA	NA	bad_match	718	0.265435	Low	151	0	Low	NA	NA	bad_match
YNL065W	824	Low	chrXIV	503723	505484	+	1	NA	NA	bad_match	151	0.01322354	Low	824	0.08252715	Low	151	0	Low
YNL066W	NA	Bad	chrXIV	501514	502777	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL067W	NA	Bad	chrXIV	499680	500256	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL067W-A	NA	Bad	chrXIV	498537	498684	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL067W-B	NA	Bad	chrXIV	499416	499557	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL068C	1122	Low	chrXIV	495700	498289	-	1	NA	NA	bad_match	1122	1.501035	Low	804	0.8426266	Low	1232	1.46381	Low
YNL069C	NA	Bad	chrXIV	493955	495001	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL070W	NA	Bad	chrXIV	493365	493548	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL071W	862	Bad	chrXIV	491522	492971	+	1	NA	NA	bad_match	NA	NA	bad_match	862	0.9886407	Low	218	0.7561833	Low
YNL072W	158	Bad	chrXIV	490316	491240	+	1	NA	NA	bad_match	158	0.121517	Low	729	0.02133219	Low	NA	NA	reads<=5 
YNL073W	453	Low	chrXIV	488385	490116	+	1	NA	NA	bad_match	453	0.7026976	Low	1583	0.01936576	Low	1472	0.01052074	Low
YNL074C	1103	Low	chrXIV	486765	488124	-	1	NA	NA	bad_match	151	0	Low	1203	0.1236457	Low	1103	0.1812402	Low
YNL075W	707	Low	chrXIV	485606	486479	+	1	NA	NA	bad_match	151	0	Low	686	0.4106434	Low	707	0.5314631	Low
YNL076W	151	Low	chrXIV	483555	485310	+	1	NA	NA	bad_match	151	0.6768648	Low	952	0.5989425	Low	1239	0.05535845	Low
YNL077W	878	Low	chrXIV	481390	482977	+	1	NA	NA	bad_match	878	1.077919	Low	1307	0.7583314	Low	1231	0.3943875	Low
YNL078W	1061	Low	chrXIV	479767	480991	+	1	NA	NA	bad_match	238	0.5436216	Low	1061	1.208487	Low	158	0.3179666	Low
YNL079C	NA	Bad	chrXIV	478565	479165	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL080C	638	Low	chrXIV	476931	478032	-	1	NA	NA	bad_match	396	0.6163541	Low	276	0.2560024	Low	638	1.09832	Low
YNL081C	NA	Bad	chrXIV	476187	476619	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL082W	1187	Medium	chrXIV	473390	476012	+	1	2364	0.41223	Low	757	0.7939501	Low	1187	2.052308	Medium	1208	1.956744	Low
YNL083W	1291	Low	chrXIV	471376	472861	+	1	NA	NA	bad_match	838	1.530723e-05	Low	744	0.04804279	Low	1291	0.1004826	Low
YNL084C	276	Low	chrXIV	470052	471102	-	1	NA	NA	bad_match	276	0.5924577	Low	865	0.219435	Low	151	0	Low
YNL085W	763	Low	chrXIV	467130	469623	+	1	NA	NA	bad_match	151	0.08834193	Low	360	0.1218455	Low	763	0.3053219	Low
YNL086W	NA	Bad	chrXIV	466333	466642	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL087W	2877	High	chrXIV	462410	465947	+	1	NA	NA	bad_match	1451	3.251284	Medium	2877	4.220483	High	2628	3.622845	Medium
YNL088W	450	Low	chrXIV	457703	461990	+	1	NA	NA	bad_match	450	0.9353914	Low	1166	0.7081213	Low	1055	0.8898151	Low
YNL089C	NA	Bad	chrXIV	456692	457169	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL090W	NA	Bad	chrXIV	456564	457143	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL091W	1888	Low	chrXIV	452407	456130	+	1	NA	NA	bad_match	2522	0.2321167	Low	1888	1.13591	Low	602	0.1986381	Low
YNL092W	1036	Low	chrXIV	450870	452073	+	1	791	1.263032	Low	1036	0.6821734	Low	262	0.5479869	Low	151	0	Low
YNL093W	NA	Bad	chrXIV	449867	450530	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL094W	1094	High	chrXIV	447610	449374	+	1	NA	NA	bad_match	964	1.147068	Low	1179	6.998556	High	1094	11.05834	High
YNL095C	660	High	chrXIV	444911	446840	-	1	NA	NA	bad_match	660	4.251324	High	560	3.136381	Medium	506	0.4576132	Low
YNL096C	NA	Bad	chrXIV	443397	444315	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL097C	NA	Bad	chrXIV	441365	442358	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL097C-B	NA	Bad	chrXIV	440796	440919	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL097W-A	NA	Bad	chrXIV	441430	441586	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL098C	177	Medium	chrXIV	439601	440570	-	1	NA	NA	bad_match	177	2.123697	Medium	151	0.1391315	Low	192	0.485106	Low
YNL099C	552	Low	chrXIV	438566	439283	-	1	NA	NA	bad_match	151	0.156751	Low	151	0.2348946	Low	552	0.9573656	Low
YNL100W	384	Low	chrXIV	437612	438317	+	1	NA	NA	bad_match	409	0.03696437	Low	557	0.2566382	Low	384	1.619423	Low
YNL101W	769	Low	chrXIV	434998	437140	+	1	NA	NA	bad_match	784	0.3426527	Low	769	0.8780877	Low	151	0.2074782	Low
YNL102W	1603	Medium	chrXIV	430086	434493	+	1	NA	NA	bad_match	1543	2.004152	Medium	1469	2.458401	Medium	1603	3.393839	Medium
YNL103W	703	Low	chrXIV	427734	429753	+	1	NA	NA	bad_match	446	0.2129576	Low	703	0.8279717	Low	1365	0.03386569	Low
YNL103W-A	NA	Bad	chrXIV	426718	426808	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL104C	NA	Bad	chrXIV	424894	426754	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL105W	NA	Bad	chrXIV	424154	424583	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL106C	NA	Bad	chrXIV	420943	424495	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL107W	NA	Bad	chrXIV	420097	420778	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL108C	NA	Bad	chrXIV	419013	419826	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL109W	NA	Bad	chrXIV	418963	419509	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL110C	NA	Bad	chrXIV	417825	418488	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL111C	NA	Bad	chrXIV	416939	417302	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL112W	NA	Bad	chrXIV	413638	416281	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL113W	NA	Bad	chrXIV	412770	413199	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL114C	NA	Bad	chrXIV	412683	413055	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL115C	989	Low	chrXIV	410118	412053	-	1	NA	NA	bad_match	1787	0.2358133	Low	1785	0.1426742	Low	989	0.7228374	Low
YNL116W	200	Low	chrXIV	408340	409909	+	1	418	5.908564	High	170	0.1640354	Low	151	0.1889952	Low	200	0.9524458	Low
YNL117W	1306	Medium	chrXIV	406357	408022	+	1	NA	NA	reads<=5 	670	1.220631	Low	1319	3.233559	Medium	1306	3.666491	Medium
YNL118C	2423	Low	chrXIV	402651	405564	-	1	NA	NA	bad_match	2423	0.2206556	Low	992	0.1415495	Low	2145	0.09554885	Low
YNL119W	NA	Bad	chrXIV	401039	402521	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL120C	NA	Bad	chrXIV	401032	401518	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL121C	212	Low	chrXIV	398683	400537	-	1	NA	NA	bad_match	212	0.3338853	Low	430	0.1053701	Low	545	0.05796944	Low
YNL122C	NA	Bad	chrXIV	398022	398370	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL123W	2646	Medium	chrXIV	394684	397678	+	1	NA	NA	bad_match	1051	2.190448	Medium	2646	3.373019	Medium	2741	2.17499	Medium
YNL124W	1211	Low	chrXIV	392891	394370	+	1	1319	0.1433895	Low	1211	0.9094683	Low	501	0.2996833	Low	1315	0.01888618	Low
YNL125C	1177	Low	chrXIV	390145	392167	-	1	NA	NA	bad_match	1177	0.6499669	Low	151	0.2973332	Low	1578	0.00533408	Low
YNL126W	1965	Low	chrXIV	387226	389767	+	1	NA	NA	bad_match	1965	1.707697	Low	2181	1.106909	Low	1771	0.9205214	Low
YNL127W	1683	Low	chrXIV	383986	386848	+	1	NA	NA	bad_match	1781	0.1636846	Low	1746	0.441096	Low	1683	0.6021392	Low
YNL128W	NA	Bad	chrXIV	382358	383663	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL129W	453	Low	chrXIV	381479	382202	+	1	NA	NA	bad_match	453	0.7979873	Low	151	0.278258	Low	151	0.1250219	Low
YNL130C	NA	Bad	chrXIV	379557	380831	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL130C-A	NA	Bad	chrXIV	381244	381391	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL131W	NA	Bad	chrXIV	378766	379225	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL132W	1850	High	chrXIV	375320	378491	+	1	NA	NA	bad_match	2015	3.804992	Medium	1939	6.268061	High	1850	7.621239	High
YNL133C	NA	Bad	chrXIV	374170	374692	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL134C	306	Bad	chrXIV	372450	373581	-	1	NA	NA	bad_match	306	0.4133184	Low	554	0.2041212	Low	NA	NA	bad_match
YNL135C	NA	Bad	chrXIV	371881	372226	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL136W	491	Low	chrXIV	370367	371645	+	1	NA	NA	bad_match	1073	0.2253206	Low	1129	0.07441016	Low	491	0.5743706	Low
YNL137C	209	Low	chrXIV	368594	370055	-	1	NA	NA	bad_match	690	0.633738	Low	209	1.188471	Low	695	0.2315593	Low
YNL138W	1258	Low	chrXIV	366740	368321	+	1	NA	NA	bad_match	397	0.121065	Low	1258	0.27556	Low	655	0.1282682	Low
YNL138W-A	NA	Bad	chrXIV	366032	366412	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL139C	NA	Bad	chrXIV	360923	365717	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL140C	NA	Bad	chrXIV	360916	361486	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL141W	675	Low	chrXIV	359595	360639	+	1	NA	NA	bad_match	364	0.2043778	Low	808	0.005644625	Low	675	0.3134746	Low
YNL142W	NA	Bad	chrXIV	357452	358952	+	1	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match
YNL143C	NA	Bad	chrXIV	356793	357186	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
